Date,Team,Passing Cmp%
2020-09-14,Brighton & Hove Albion,80.4
2020-09-20,Brighton & Hove Albion,79.1
2020-09-26,Brighton & Hove Albion,81.6
2020-10-03,Brighton & Hove Albion,83.1
2020-10-18,Brighton & Hove Albion,81.7
2020-10-26,Brighton & Hove Albion,79.2
2020-11-01,Brighton & Hove Albion,78.5
2020-11-06,Brighton & Hove Albion,79.7
2020-11-21,Brighton & Hove Albion,78.7
2020-11-28,Brighton & Hove Albion,75.5
2020-12-07,Brighton & Hove Albion,70.2
2020-12-13,Brighton & Hove Albion,79.6
2020-12-16,Brighton & Hove Albion,70.7
2020-12-20,Brighton & Hove Albion,82.1
2020-12-27,Brighton & Hove Albion,80.6
2020-12-29,Brighton & Hove Albion,80.3
2021-01-02,Brighton & Hove Albion,85.1
2021-01-13,Brighton & Hove Albion,75.5
2021-01-16,Brighton & Hove Albion,66.1
2021-01-27,Brighton & Hove Albion,67.7
2021-01-31,Brighton & Hove Albion,77.8
2021-02-03,Brighton & Hove Albion,73.7
2021-02-06,Brighton & Hove Albion,74.7
2021-02-13,Brighton & Hove Albion,79.4
2021-02-22,Brighton & Hove Albion,85.1
2021-02-27,Brighton & Hove Albion,79.7
2021-03-06,Brighton & Hove Albion,71.9
2021-03-14,Brighton & Hove Albion,66.5
2021-03-20,Brighton & Hove Albion,88.1
2021-04-04,Brighton & Hove Albion,74.7
2021-04-12,Brighton & Hove Albion,79.7
2021-04-20,Brighton & Hove Albion,75.2
2021-04-24,Brighton & Hove Albion,85.2
2021-05-01,Brighton & Hove Albion,79.4
2021-05-09,Brighton & Hove Albion,81.1
2021-05-15,Brighton & Hove Albion,84.6
2021-05-18,Brighton & Hove Albion,87.6
2021-05-23,Brighton & Hove Albion,85.2
2021-08-14,Brighton & Hove Albion,81.6
2021-08-21,Brighton & Hove Albion,83.7
2021-08-28,Brighton & Hove Albion,85.7
2021-09-11,Brighton & Hove Albion,77.9
2021-09-19,Brighton & Hove Albion,74.9
2021-09-27,Brighton & Hove Albion,81.0
2021-10-02,Brighton & Hove Albion,81.8
2021-10-16,Brighton & Hove Albion,82.8
2021-10-23,Brighton & Hove Albion,82.5
2021-10-30,Brighton & Hove Albion,76.3
2021-11-06,Brighton & Hove Albion,89.3
2021-11-20,Brighton & Hove Albion,86.7
2021-11-27,Brighton & Hove Albion,75.7
2021-12-01,Brighton & Hove Albion,84.0
2021-12-04,Brighton & Hove Albion,69.6
2021-12-15,Brighton & Hove Albion,81.4
2021-12-26,Brighton & Hove Albion,78.3
2021-12-29,Brighton & Hove Albion,77.6
2022-01-02,Brighton & Hove Albion,71.7
2022-01-14,Brighton & Hove Albion,79.6
2022-01-18,Brighton & Hove Albion,79.2
2022-01-23,Brighton & Hove Albion,79.2
2022-02-12,Brighton & Hove Albion,77.8
2022-02-15,Brighton & Hove Albion,82.5
2022-02-19,Brighton & Hove Albion,81.6
2022-02-26,Brighton & Hove Albion,85.1
2022-03-05,Brighton & Hove Albion,79.8
2022-03-12,Brighton & Hove Albion,77.4
2022-03-16,Brighton & Hove Albion,82.3
2022-04-02,Brighton & Hove Albion,77.7
2022-04-09,Brighton & Hove Albion,68.7
2022-04-16,Brighton & Hove Albion,81.6
2022-04-20,Brighton & Hove Albion,71.7
2022-04-24,Brighton & Hove Albion,64.3
2022-04-30,Brighton & Hove Albion,81.7
2022-05-07,Brighton & Hove Albion,75.4
2022-05-15,Brighton & Hove Albion,74.4
2022-05-22,Brighton & Hove Albion,80.8





